,squareMeters,price
2609,36988,3705539.7
2610,998,104702.8
2611,9493,951804.9
2612,72370,7242934.3
2613,73049,7306250.5
2614,91370,9146210.9
2615,55045,5511210.4
2616,17989,1802630.7
2617,53749,5381679.7
2618,32694,3274621.9
2619,24261,2437565.3
2620,27394,2754889.2
2621,99432,9947325.5
2622,67229,6725201.6
2623,89186,8919497.1
2624,93313,9338654.8
2625,53671,5378022.7
2626,62318,6235136.7
2627,79422,7952304.5
2628,11093,1117189.7
2629,23321,2335697.1
2630,19198,1921930.3
2631,78216,7832429.0
2632,14750,1478391.4
2633,61098,6115352.8
2634,63111,6314137.6
2635,43250,4334802.9
2636,88168,8825815.0
2637,37506,3753651.6
2638,64269,6428786.0
2639,7490,753009.6
2640,97121,9717727.2
2641,14185,1422531.2
2642,86682,8674009.6
2643,34282,3440156.1
2644,89022,8904794.4
2645,91543,9166876.3
2646,54993,5503799.7
2647,85795,8587486.0
2648,64079,6412901.9
2649,80116,8015692.0
2650,52866,5293836.4
2651,68375,6838539.4
2652,55802,5588172.1
2653,62117,6212439.5
2654,50890,5094287.0
2655,44248,4431469.8
2656,76326,7635872.4
2657,56778,5679689.5
2658,80225,8025744.2
2659,69320,6939825.7
2660,24962,2497425.4
2661,91964,9209295.3
2662,40787,4091282.1
2663,28053,2815718.1
2664,90172,9023549.9
2665,816,87585.3
2666,751,82123.2
2667,87627,8769190.9
2668,16786,1684521.7
2669,74832,7492714.2
2670,12920,1305319.6
2671,54879,5492312.9
2672,62083,6218129.4
2673,96814,9687090.9
2674,38301,3841237.4
2675,78947,7900369.2
2676,44836,4493247.0
2677,5488,554027.2
2678,99886,9999687.3
2679,57072,5710445.3
2680,93684,9373516.6
2681,96978,9703653.1
2682,3624,365077.9
2683,78000,7801225.0
2684,25972,2605855.6
2685,93922,9403863.1
2686,61039,6114260.5
2687,84404,8456155.1
2688,73622,7365758.0
2689,81012,8104126.2
2690,73687,7376903.1
2691,93952,9403674.5
2692,82120,8216635.1
2693,2351,239411.8
2694,38132,3818556.6
2695,42808,4290930.6
2696,70722,7076626.6
2697,46134,4624090.4
2698,92044,9210929.1
2699,12583,1267192.1
2700,38048,3808313.0
2701,48546,4860634.3
2702,94228,9430661.4
2703,55825,5585288.1
2704,7773,792566.7
2705,24180,2425595.1
2706,30502,3062069.8
2707,30346,3047721.0
2708,20311,2039188.7
2709,70936,7094370.6
2710,56416,5653890.1
2711,26073,2612190.6
2712,79182,7922295.3
2713,39627,3964708.8
2714,97677,9772148.4
2715,34013,3411660.4
2716,55620,5573469.2
2717,77421,7743163.1
2718,50844,5092707.5
2719,94541,9460440.3
2720,10976,1108155.1
2721,52697,5278045.9
2722,38860,3894132.1
2723,98501,9856475.2
2724,49300,4936882.9
2725,8562,860330.5
2726,51585,5163838.0
2727,55038,5510722.7
2728,74166,7423668.0
2729,43885,4393918.0
2730,55391,5544879.1
2731,9551,956658.2
2732,17655,1769201.2
2733,28743,2881705.0
2734,12744,1279063.6
2735,34109,3416596.3
2736,55971,5600410.1
2737,8163,825054.2
2738,4463,453762.2
2739,51890,5194644.0
2740,88616,8868266.9
2741,61104,6124108.7
2742,31832,3193411.3
2743,12683,1275226.9
2744,37375,3745925.5
2745,10310,1041341.6
2746,38300,3831178.5
2747,91524,9160076.8
2748,41155,4121258.2
2749,97732,9774150.4
2750,5431,548835.1
2751,97452,9751753.2
2752,88935,8903298.2
2753,61243,6132501.3
2754,41367,4147892.4
2755,95269,9529625.8
2756,6501,658653.1
2757,44229,4429834.3
2758,10745,1080749.5
2759,33647,3373938.0
2760,35930,3598810.2
2761,37961,3806007.1
2762,40639,4074524.3
2763,18866,1890711.8
2764,69101,6914075.7
2765,94109,9417855.4
2766,43366,4346233.5
2767,85181,8530230.0
2768,51340,5138145.9
2769,48870,4894474.3
2770,2167,226782.0
2771,88926,8893969.2
2772,65472,6549900.1
2773,60060,6010411.0
2774,43295,4335970.5
2775,65322,6537327.0
2776,43084,4312866.8
2777,51419,5145979.4
2778,31464,3148466.2
2779,9503,955903.6
2780,33272,3332408.0
2781,32257,3239971.6
2782,61217,6126771.2
2783,75887,7592702.3
2784,73064,7312103.4
2785,10648,1071651.2
2786,4149,420560.1
2787,75350,7539904.1
2788,70345,7035087.5
2789,39723,3981216.5
2790,96429,9650188.4
2791,20001,2007477.3
2792,163,17363.0
2793,77882,7797780.3
2794,89492,8957726.3
2795,94972,9500113.0
2796,38606,3864489.9
2797,4389,441287.1
2798,9088,913263.8
2799,64256,6438154.4
2800,88976,8906213.1
2801,8910,898488.2
2802,13851,1392391.9
2803,15928,1603995.7
2804,67849,6792498.6
2805,91073,9111251.8
2806,91458,9149688.1
2807,46478,4657996.3
2808,62592,6262694.7
2809,60680,6075501.2
2810,85659,8567586.5
2811,35188,3523563.0
2812,91123,9116372.8
2813,78117,7825898.7
2814,98689,9874062.9
2815,1720,183918.1
2816,14345,1445853.7
2817,30914,3092163.6
2818,4099,413304.0
2819,23478,2351874.9
2820,1086,116061.1
2821,45181,4525938.4
2822,176,18985.0
2823,79680,7975851.8
2824,32776,3283690.1
2825,88755,8882476.1
2826,95096,9515861.9
2827,77212,7727317.2
2828,46910,4706368.4
2829,75487,7558644.1
2830,41090,4114595.0
2831,87111,8716894.8
2832,87353,8745540.1
2833,29664,2975680.6
2834,23184,2335644.7
2835,65482,6556065.6
2836,81602,8169478.7
2837,48129,4823162.4
2838,2684,272104.0
2839,17563,1762997.3
2840,37853,3792902.9
2841,25147,2521731.4
2842,23843,2391434.9
2843,68369,6843646.0
2844,11583,1161984.2
2845,9559,963514.0
2846,38611,3870229.0
2847,17618,1771805.2
2848,73903,7397590.7
2849,24484,2452550.0
2850,32442,3252838.4
2851,38826,3890080.1
2852,65340,6536254.4
2853,93638,9378471.2
2854,61146,6125077.1
2855,24004,2414637.3
2856,83588,8369526.4
2857,85820,8588402.2
2858,39799,3984987.3
2859,84355,8439985.9
2860,59747,5984506.4
2861,6009,612067.6
2862,5965,601173.7
2863,78079,7820045.1
2864,48378,4848213.0
2865,94695,9478421.2
2866,48642,4869835.0
2867,11524,1161912.8
2868,97539,9761326.0
2869,825,87430.8
2870,64365,6444610.8
2871,68063,6813816.0
2872,41848,4200544.2
2873,78741,7880701.5
2874,16824,1695808.0
2875,51203,5123643.0
2876,97108,9714782.8
2877,69261,6935036.8
2878,89425,8952287.2
2879,26792,2684819.3
2880,91443,9148710.2
2881,89470,8947834.5
2882,53313,5335501.3
2883,93913,9396713.9
2884,31042,3109396.3
2885,9329,934231.8
2886,42272,4232650.7
2887,30588,3064993.8
2888,99742,9984910.3
2889,33065,3314847.8
2890,22702,2271827.5
2891,31885,3202805.5
2892,64602,6467513.6
2893,75853,7591050.4
2894,5409,546201.7
2895,80699,8074576.9
2896,8607,862453.2
2897,75057,7518049.7
2898,70919,7101031.7
2899,29710,2978583.5
2900,61798,6182113.3
2901,6313,641055.4
2902,60375,6038750.4
2903,69421,6945284.4
2904,89086,8909993.9
2905,68603,6861289.0
2906,12448,1249624.3
2907,37945,3799158.1
2908,34867,3491110.1
2909,16547,1659757.8
2910,58218,5834539.4
2911,28790,2882833.5
2912,92822,9287119.9
2913,89217,8929604.1
2914,65822,6588632.6
2915,617,67453.3
2916,37171,3719105.2
2917,82918,8292659.9
2918,4130,421621.1
2919,95145,9519958.0
2920,58864,5891413.4
2921,94363,9440706.9
2922,78204,7822501.2
2923,71588,7161052.2
2924,68579,6868611.7
2925,19174,1923170.6
2926,90646,9071481.7
2927,81430,8147920.0
2928,99428,9947775.8
2929,60815,6089911.5
2930,95591,9569415.3
2931,47497,4761272.9
2932,65725,6582022.0
2933,21360,2139458.1
2934,56559,5661049.0
2935,45440,4550279.2
2936,13112,1318665.3
2937,68276,6829756.2
2938,64518,6455071.0
2939,56093,5619471.8
2940,84653,8467089.7
2941,96169,9620987.9
2942,57789,5787699.8
2943,93091,9317741.3
2944,87190,8724894.3
2945,38998,3910733.6
2946,97134,9718663.9
2947,39309,3939850.1
2948,70751,7084089.3
2949,63086,6312576.3
2950,25472,2552592.3
2951,3514,357856.3
2952,99134,9919472.8
2953,82653,8270829.2
2954,3723,378299.0
2955,28232,2827201.7
2956,46838,4691794.0
2957,90562,9066552.2
2958,562,65326.3
2959,5603,566684.2
2960,61704,6176111.2
2961,49579,4967775.6
2962,59885,5995883.0
2963,72109,7220099.5
2964,41965,4204881.0
2965,94216,9432083.6
2966,39166,3924397.8
2967,9923,995743.4
2968,49374,4944387.0
2969,76316,7634333.5
2970,26089,2615548.3
2971,98045,9818036.5
2972,69594,6963010.1
2973,56966,5701030.2
2974,64795,6489157.6
2975,39574,3969486.8
2976,49014,4908129.4
2977,17034,1717170.6
2978,18742,1879684.5
2979,98794,9886677.1
2980,72207,7230004.6
2981,54881,5494411.8
2982,12873,1288333.0
2983,66263,6628369.0
2984,26965,2703481.2
2985,9433,944025.5
2986,95293,9534163.3
2987,86619,8663060.0
2988,8677,875920.6
2989,83153,8326391.4
2990,81892,8204629.5
2991,21293,2131214.7
2992,43636,4373848.7
2993,1254,127840.8
2994,96953,9703052.4
2995,92877,9293826.3
2996,37312,3735539.0
2997,44075,4416478.5
2998,55845,5593543.0
2999,68565,6862474.6
3000,87484,8750467.5
3001,89220,8928266.4
3002,31525,3161366.2
3003,52579,5263918.3
3004,30803,3085897.4
3005,82120,8223358.8
3006,71171,7127415.1
3007,579,63718.4
3008,89204,8921053.4
3009,5904,595108.8
3010,92629,9263965.3
3011,77553,7763278.5
3012,3542,363918.8
3013,10749,1085899.0
3014,38021,3817885.1
3015,97193,9723642.9
3016,13309,1337541.4
3017,10708,1076965.8
3018,77460,7753079.8
3019,94133,9415634.2
3020,99869,9990641.1
3021,66370,6638720.2
3022,74780,7479141.5
3023,89925,8999987.2
3024,28808,2888357.0
3025,28640,2870927.0
3026,15517,1554406.1
3027,11059,1113128.1
3028,86183,8624347.0
3029,19408,1953014.3
3030,26958,2706761.1
3031,45859,4595196.8
3032,55845,5588845.9
3033,43304,4337442.9
3034,79511,7953040.7
3035,88501,8853507.2
3036,75616,7571050.6
3037,18368,1837769.2
3038,5375,550909.0
3039,6707,673817.1
3040,92190,9225418.5
3041,25432,2550518.1
3042,37793,3786136.6
3043,60854,6092125.9
3044,91531,9157941.7
3045,68876,6891640.0
3046,7608,764900.9
3047,68717,6877356.4
3048,65723,6578284.8
3049,80039,8008148.0
3050,62744,6279042.0
3051,33624,3371675.6
3052,7939,806234.5
3053,62854,6289045.6
3054,51757,5177725.2
3055,32497,3253783.8
3056,32267,3235159.9
3057,92490,9254979.9
3058,72677,7274269.9
3059,68744,6883722.3
3060,87436,8753875.5
3061,80776,8086132.0
3062,30472,3053446.1
3063,52141,5218700.9
3064,51777,5186005.7
3065,40280,4036659.2
3066,79457,7949180.2
3067,93568,9362309.7
3068,656,68528.6
3069,28997,2906243.2
3070,97147,9722196.5
3071,69411,6945253.3
3072,38190,3828288.2
3073,81473,8154129.0
3074,23682,2381051.7
3075,81448,8146243.6
3076,16127,1615094.5
3077,61486,6155982.5
3078,96526,9657380.5
3079,55287,5529453.7
3080,86820,8683419.2
3081,93373,9348395.0
3082,33098,3318507.1
3083,69898,6994429.2
3084,11401,1152914.3
3085,66705,6672336.7
3086,38947,3900872.8
3087,65205,6523874.4
3088,19339,1939172.3
3089,23971,2402438.5
3090,50944,5099151.3
3091,43283,4336072.2
3092,29323,2938369.0
3093,81362,8144502.4
3094,8941,902785.2
3095,34967,3501658.9
3096,66555,6664457.0
3097,85985,8608190.5
3098,85645,8570147.8
3099,39215,3927273.4
3100,56643,5673199.8
3101,60479,6049532.6
3102,20348,2037902.1
3103,66371,6646262.2
3104,31291,3134903.2
3105,7330,740586.4
3106,41502,4155333.6
3107,23027,2309849.3
3108,53371,5346532.3
3109,26997,2712687.1
3110,16806,1686882.8
3111,44304,4436179.2
3112,66563,6665417.5
3113,89812,8986041.2
3114,39302,3933732.6
3115,44799,4489422.3
3116,36268,3633523.7
3117,86676,8672062.9
3118,83120,8313030.5
3119,25341,2544899.4
3120,25105,2515100.6
3121,54090,5418306.6
3122,80610,8071729.7
3123,65507,6557760.4
3124,27204,2726114.7
3125,79025,7908018.4
3126,3452,355370.1
3127,21550,2164424.3
3128,11657,1170585.2
3129,28103,2815163.3
3130,47957,4801705.7
3131,63519,6358243.6
3132,76021,7607661.0
3133,88259,8832355.8
3134,82787,8289297.4
3135,56517,5657851.9
3136,29096,2913547.6
3137,36216,3622946.9
3138,5139,525841.8
3139,25487,2562661.2
3140,35733,3573868.3
3141,16735,1677084.0
3142,56202,5629550.1
3143,12426,1253371.0
3144,33984,3402691.0
3145,98651,9870164.4
3146,5117,517775.8
3147,56800,5683058.9
3148,90904,9093802.9
3149,26923,2698265.4
3150,15734,1579608.3
3151,17513,1761977.6
3152,14052,1411943.3
3153,19727,1984798.6
3154,77423,7749477.6
3155,65904,6596494.2
3156,29001,2912635.4
3157,32361,3240276.8
3158,93174,9325575.7
3159,71192,7129401.1
3160,68128,6817710.9
3161,98923,9897661.5
3162,72196,7225665.3
3163,99278,9932606.4
3164,30896,3092891.4
3165,50293,5038042.4
3166,18229,1832795.1
3167,79224,7926948.8
3168,91975,9198849.2
3169,36387,3642700.3
3170,32136,3227676.2
3171,20995,2103067.5
3172,94361,9442418.0
3173,53019,5306854.4
3174,8609,867508.2
3175,64245,6430465.2
3176,28192,2820880.0
3177,14933,1500885.0
3178,54323,5442454.5
3179,92204,9226065.8
3180,3314,336316.4
3181,17466,1751126.5
3182,17389,1744561.8
3183,23444,2349143.9
3184,24097,2416228.1
3185,59850,5990534.6
3186,88387,8845142.4
3187,17671,1777405.1
3188,8537,859540.8
3189,19183,1919702.4
3190,74178,7424829.6
3191,10562,1058582.4
3192,77339,7741650.8
3193,9842,987460.9
3194,39477,3948983.3
3195,22482,2256703.7
3196,26592,2667272.2
3197,27008,2714052.3
3198,48768,4887404.6
3199,81967,8208953.3
3200,94845,9494690.0
3201,22451,2250405.0
3202,89087,8914578.7
3203,4881,493342.7
3204,31484,3158232.0
3205,42616,4272292.6
3206,99840,9988738.2
3207,67360,6742928.3
3208,70010,7008509.1
3209,23228,2324503.3
3210,67055,6712487.1
3211,39758,3983187.1
3212,47618,4765943.6
3213,39897,3998497.9
3214,49729,4984739.1
3215,86564,8664807.4
3216,7426,748575.3
3217,97110,9718256.3
3218,83738,8379855.0
3219,77716,7773638.6
3220,88251,8828611.1
3221,38800,3883353.3
3222,54789,5480117.5
3223,99099,9915651.5
3224,77018,7704215.5
3225,69707,6977217.5
3226,84211,8426333.6
3227,59752,5987095.5
3228,37815,3783946.5
3229,18681,1876356.1
3230,28285,2840774.6
3231,59773,5978589.9
3232,87566,8759575.8
3233,58801,5891738.6
3234,6454,646692.6
3235,87590,8764908.1
3236,25532,2555050.6
3237,15791,1583248.6
3238,32737,3278517.5
3239,74097,7411597.3
3240,24995,2511825.9
3241,13591,1367021.0
3242,77100,7719293.4
3243,21189,2126521.4
3244,28195,2826549.5
3245,92363,9242507.3
3246,31752,3181933.7
3247,94966,9505250.0
3248,35493,3558407.7
3249,78152,7819761.5
3250,13874,1393115.2
3251,74893,7490630.5
3252,36314,3638453.8
3253,34804,3484349.1
3254,33783,3384758.3
3255,47739,4782451.7
3256,39108,3915608.0
3257,36823,3687131.2
3258,88221,8828225.4
3259,78977,7906006.4
3260,99680,9978509.7
3261,5658,577145.9
3262,15526,1555821.3
3263,62964,6298222.0
3264,89172,8919647.6
3265,111,14431.3
3266,43467,4350497.8
3267,35112,3515831.2
3268,6600,667067.4
3269,46709,4680113.6
3270,6856,689679.7
3271,7148,723077.4
3272,53062,5313492.0
3273,43159,4318950.4
3274,40705,4080567.1
3275,86419,8645299.6
3276,37225,3729838.5
3277,13912,1399630.5
3278,12228,1227403.1
3279,873,92386.5
3280,77472,7749318.1
3281,55812,5584760.1
3282,56730,5674735.3
3283,33002,3307651.5
3284,3929,398525.3
3285,66744,6681155.1
3286,92759,9279850.0
3287,4117,424791.0
3288,65476,6554554.0
3289,50404,5042499.1
3290,85421,8543272.6
3291,54226,5426007.9
3292,56287,5637555.0
3293,84340,8437869.7
3294,57577,5759307.3
3295,27451,2747145.5
3296,79814,7987492.4
3297,53894,5396620.9
3298,36095,3617203.5
3299,93290,9335722.1
3300,16478,1651205.9
3301,68482,6853208.1
3302,23614,2368476.0
3303,73692,7375143.2
3304,46227,4632832.3
3305,57454,5753949.8
3306,18929,1899066.9
3307,20572,2059597.4
3308,18012,1804873.1
3309,59361,5942427.0
3310,85444,8553656.2
3311,64265,6430203.8
3312,1986,207433.0
3313,16999,1700539.6
3314,68912,6902784.0
3315,59986,6004309.8
3316,45426,4543837.4
3317,28347,2843096.1
3318,15124,1514981.2
3319,72495,7255630.0
3320,39097,3915258.1
3321,45958,4597561.2
3322,11898,1191000.0
3323,54901,5499856.4
3324,18198,1828162.9
3325,98149,9820073.8
3326,94491,9456801.8
3327,63261,6327015.5
3328,77990,7809156.7
3329,4827,486479.3
3330,50472,5055489.1
3331,51798,5185741.4
3332,29431,2950835.7
3333,52915,5302289.6
3334,47831,4792760.2
3335,24511,2454663.5
3336,33612,3364167.5
3337,52223,5232399.3
3338,98796,9885975.7
3339,2770,285402.7
3340,58108,5822178.8
3341,1933,194307.1
3342,78046,7810522.5
3343,81425,8154947.2
3344,74709,7476997.3
3345,58527,5858721.3
3346,90505,9055749.1
3347,32842,3291228.2
3348,49531,4955365.5
3349,97472,9756768.4
3350,41117,4123695.4
3351,32850,3296112.2
3352,25762,2580119.1
3353,69179,6921389.3
3354,1333,139934.6
3355,91107,9113493.8
3356,96843,9688919.1
3357,24378,2441961.6
3358,8988,905757.6
3359,1549,165820.9
3360,79081,7918094.3
3361,54077,5410654.2
3362,7249,732666.8
3363,99095,9915571.6
3364,11292,1132623.8
3365,36436,3650349.5
3366,35727,3578110.5
3367,82736,8276711.7
3368,50024,5010562.4
3369,38535,3854588.9
3370,20820,2088001.4
3371,20614,2070677.9
3372,4776,486403.2
3373,44487,4453518.9
3374,5528,564350.1
3375,84165,8420418.0
3376,86326,8635482.1
3377,37868,3793089.4
3378,62328,6238922.0
3379,76184,7623937.0
3380,96352,9643641.9
3381,831,91333.5
3382,59764,5981705.0
3383,33976,3405161.5
3384,71627,7172359.9
3385,53500,5350627.8
3386,32085,3216632.9
3387,48144,4820543.5
3388,32939,3300978.3
3389,74743,7476064.3
3390,44436,4444815.2
3391,21834,2189064.7
3392,71104,7112359.8
3393,36654,3673319.2
3394,40195,4024544.0
3395,57072,5716738.7
3396,4750,478917.2
3397,43712,4372014.6
3398,73733,7377738.5
3399,46731,4683103.7
3400,46864,4690234.2
3401,6881,693986.6
3402,88838,8892157.3
3403,90350,9041614.5
3404,88408,8842527.4
3405,37017,3709665.0
3406,40035,4010245.1
3407,49740,4987445.0
3408,50296,5038241.3
3409,47237,4736122.3
3410,53536,5356837.8
3411,68348,6841098.5
3412,3790,383898.1
3413,31906,3194626.0
3414,51672,5176324.2
3415,31990,3204947.8
3416,12099,1216298.1
3417,29366,2941676.7
3418,429,49802.6
3419,65413,6545051.4
3420,83090,8315777.4
3421,16218,1630148.5
3422,64943,6495254.0
3423,1947,198209.3
3424,4009,406778.5
3425,41404,4147112.0
3426,34469,3450552.7
3427,16254,1630892.0
3428,63941,6396123.4
3429,65582,6563957.3
3430,49407,4947076.8
3431,17847,1796189.1
3432,73769,7385023.4
3433,40912,4100574.2
3434,30632,3071259.9
3435,92329,9242250.4
3436,94457,9453238.7
3437,45739,4576141.5
3438,31774,3180672.8
3439,272,30703.1
3440,92618,9267692.0
3441,97566,9765060.4
3442,74348,7438478.8
3443,34035,3407854.1
3444,25078,2514434.8
3445,80023,8011758.1
3446,4141,421086.1
3447,87245,8726378.1
3448,15981,1600688.4
3449,66944,6698622.7
3450,71437,7150458.1
3451,33742,3385270.3
3452,37677,3776536.2
3453,3760,382598.5
3454,1668,168399.4
3455,74500,7452595.7
3456,88272,8835369.7
3457,42230,4228536.9
3458,21346,2144809.6
3459,62388,6244189.2
3460,9196,926114.0
3461,3939,404238.1
3462,5132,520566.8
3463,52820,5289930.5
3464,56694,5674217.2
3465,21648,2177627.1
3466,11513,1160638.8
3467,86850,8685896.3
3468,84311,8444031.2
3469,70139,7021733.1
3470,38691,3877340.9
3471,4769,488123.4
3472,4456,451747.5
3473,66727,6675463.7
3474,21856,2190424.3
3475,73542,7361356.1
3476,13423,1344222.7
3477,91361,9138709.4
3478,8583,868189.5
3479,67671,6769786.8
3480,74235,7424923.4
3481,37531,3757051.6
3482,66610,6662840.0
3483,88869,8893331.1
3484,56102,5620090.4
3485,98114,9817419.9
3486,82310,8240688.5
3487,6601,674121.6
3488,39130,3921493.4
3489,26848,2689927.2
3490,77975,7801482.9
3491,78739,7883763.7
3492,59704,5974678.9
3493,1634,166341.4
3494,83954,8396809.0
3495,6381,639687.3
3496,16817,1694147.8
3497,88402,8848110.7
3498,54789,5484239.7
3499,12020,1212214.1
3500,16602,1664806.2
3501,81800,8188934.1
3502,211,24058.9
3503,21106,2117995.6
3504,53833,5388850.1
3505,96246,9631618.9
3506,62199,6222956.1
3507,67216,6729066.6
3508,82395,8246501.7
3509,89880,8998164.2
3510,42686,4271554.5
3511,68043,6814850.2
3512,88821,8886403.6
3513,74641,7465378.0
3514,32121,3220114.3
3515,43665,4375632.4
3516,22849,2286370.4
3517,51021,5108595.1
3518,25316,2535882.9
3519,77346,7738601.0
3520,18346,1839603.8
3521,72368,7245229.2
3522,18014,1810349.5
3523,56391,5641537.2
3524,30007,3008473.3
3525,70179,7027779.1
3526,4813,495134.2
3527,80331,8037047.5
3528,68153,6822830.3
3529,90954,9102269.0
3530,24168,2420503.7
3531,10781,1085988.0
3532,70810,7086297.1
3533,92505,9259024.7
3534,4768,483681.6
3535,23668,2372045.6
3536,27093,2718663.6
3537,11519,1160066.6
3538,90122,9017994.4
3539,85198,8520917.7
3540,75571,7562964.9
3541,61478,6151688.8
3542,64180,6425560.2
3543,71527,7159280.8
3544,77855,7797856.8
3545,54169,5424360.7
3546,74689,7476071.6
3547,12426,1246872.8
3548,59509,5956829.4
3549,5340,538173.1
3550,10082,1016018.8
3551,35763,3578936.3
3552,81375,8144015.3
3553,74875,7493537.9
3554,14623,1468584.5
3555,46282,4635687.9
3556,11124,1125532.5
3557,20634,2066809.2
3558,73473,7354795.0
3559,9130,921139.2
3560,10342,1043513.6
3561,30291,3030131.7
3562,52756,5290006.8
3563,56155,5617383.2
3564,45587,4563744.0
3565,21070,2112717.9
3566,18603,1871116.7
3567,85134,8514100.1
3568,74689,7484096.8
3569,28825,2887905.9
3570,4680,472741.0
3571,35706,3574742.3
3572,24321,2440786.3
3573,36321,3638628.3
3574,85415,8550149.8
3575,8731,880713.5
3576,80634,8065315.1
3577,30631,3070674.0
3578,56065,5614119.8
3579,49574,4967356.7
3580,75408,7545062.4
3581,735,84567.5
3582,925,104727.8
3583,22714,2278508.0
3584,99053,9914114.3
3585,65914,6599320.9
3586,76613,7665959.0
3587,1862,193540.0
3588,27600,2764902.0
3589,71241,7135011.1
3590,67247,6733795.3
3591,79073,7913819.2
3592,9208,922791.4
3593,51875,5193634.4
3594,92445,9249510.7
3595,13470,1350039.5
3596,29722,2977107.1
3597,18104,1816871.9
3598,98701,9879541.2
3599,30239,3029749.6
3600,77857,7788400.2
3601,22737,2278169.6
3602,24896,2494839.9
3603,98793,9885562.4
3604,14224,1427508.1
3605,65001,6504375.3
3606,84479,8454598.0
3607,49415,4943067.9
3608,75177,7519419.5
3609,95630,9572960.1
3610,40911,4100225.2
3611,71151,7117551.4
3612,48392,4841545.2
3613,76649,7667431.3
3614,5390,547066.0
3615,44938,4510650.7
3616,50595,5067161.6
3617,43776,4387370.7
3618,70110,7015646.0
3619,40760,4080383.1
3620,39524,3953344.5
3621,6597,670292.4
3622,19674,1978538.1
3623,57415,5752675.2
3624,2143,220656.8
3625,37302,3734886.4
3626,64964,6498171.2
3627,67691,6772663.5
3628,727,77725.4
3629,70068,7015755.4
3630,61771,6181734.6
3631,62878,6289361.8
3632,64505,6459212.8
3633,95116,9518909.7
3634,39418,3950046.0
3635,47022,4709643.6
3636,36778,3692148.2
3637,95702,9577615.3
3638,86793,8682439.4
3639,12584,1266802.2
3640,54520,5457270.7
3641,4099,415756.3
3642,75948,7601880.6
3643,89305,8938801.1
3644,26506,2660579.5
3645,6921,693484.9
3646,8346,839157.0
3647,90050,9007562.4
3648,33341,3342152.3
3649,17467,1751070.1
3650,67672,6773654.5
3651,46771,4687350.1
3652,33700,3377757.5
3653,95076,9513379.9
3654,68535,6857533.1
3655,87567,8763657.0
3656,47807,4790133.2
3657,24942,2502371.3
3658,19702,1974353.0
3659,7001,709874.0
3660,26872,2692017.1
3661,24081,2418822.3
3662,40992,4107719.8
3663,48102,4815224.9
3664,90219,9024572.8
3665,58935,5902606.8
3666,99277,9935775.0
3667,90528,9063314.4
3668,61867,6190959.6
3669,61877,6194435.1
3670,62187,6220397.4
3671,82176,8225804.9
3672,36528,3664294.1
3673,61942,6201486.8
3674,97430,9745071.9
3675,60226,6035968.6
3676,20346,2039146.6
3677,65982,6607360.2
3678,31886,3192104.1
3679,98348,9838800.1
3680,80722,8075401.9
3681,15588,1563887.5
3682,41797,4182295.7
3683,26599,2665969.5
3684,32874,3290324.1
3685,86619,8670749.8
3686,22205,2225365.9
3687,58657,5867038.3
3688,23552,2363314.2
3689,93202,9325154.9
3690,48478,4852762.3
3691,27969,2809123.4
3692,17015,1702646.6
3693,25066,2516535.3
3694,31651,3166991.2
3695,62001,6204127.2
3696,71532,7159102.0
3697,45285,4537104.8
3698,59099,5917182.6
3699,73048,7316030.9
3700,2501,255027.8
3701,11620,1169300.2
3702,55228,5533494.2
3703,83411,8346545.3
3704,44721,4475605.3
3705,16360,1641010.4
3706,17306,1741614.4
3707,49820,4987130.6
3708,92241,9234830.9
3709,64318,6446168.2
3710,62785,6281861.1
3711,71517,7160579.9
3712,48401,4846713.0
3713,40839,4092414.0
3714,44219,4436813.1
3715,61455,6150227.0
3716,31862,3198138.0
3717,34137,3425405.7
3718,85661,8570393.3
3719,60988,6106833.0
3720,31308,3138606.1
3721,91419,9147142.2
3722,46317,4638805.5
3723,20810,2087901.4
3724,72269,7237251.8
3725,38856,3890014.8
3726,51212,5129933.7
3727,31246,3127463.8
3728,75354,7546076.9
3729,69352,6945828.6
3730,36673,3673398.3
3731,83421,8348850.5
3732,75593,7567839.3
3733,60653,6076327.8
3734,17699,1775017.3
3735,11587,1166616.1
3736,23262,2328515.8
3737,60022,6013402.1
3738,60759,6079351.6
3739,10798,1086266.3
3740,13163,1327820.4
3741,99750,9982515.1
3742,78980,7903451.8
3743,71251,7132789.5
3744,60656,6074331.4
3745,18854,1896031.6
3746,20282,2029680.1
3747,87580,8763378.4
3748,76238,7625604.1
3749,82707,8278043.1
3750,78114,7818981.9
3751,85405,8555783.5
3752,92885,9293817.3
3753,74947,7500281.4
3754,81609,8167029.5
3755,82641,8272783.1
3756,16411,1652454.0
3757,73237,7326285.3
3758,55821,5583521.8
3759,38171,3826368.2
3760,86433,8644331.5
3761,21136,2124234.3
3762,48162,4822052.5
3763,22238,2227703.6
3764,66813,6689557.3
3765,79256,7931579.3
3766,45383,4542972.9
3767,33974,3403907.6
3768,2017,210585.6
3769,8318,832684.1
3770,78791,7886106.0
3771,95878,9591246.8
3772,79499,7955951.3
3773,71601,7164956.0
3774,31995,3203127.8
3775,5475,551668.8
3776,91703,9173404.8
3777,9881,996563.3
3778,49904,4995940.1
3779,61529,6154223.0
3780,17052,1706550.3
3781,79361,7946598.9
3782,30633,3071938.4
3783,14535,1455259.7
3784,64918,6494744.1
3785,52424,5252384.9
3786,1144,118555.8
